#Supplementary Table 2 Summary of protein targets measured using the Olink Explore HT platform,,,,,,,,,,,,,,,,,,,,,,,,,,,
#sd - standard deviation; cv - coefficient of variation; p.dip - p-value of a dip test for multi-modal distribution: cis.pQTL - whehter or not a cis-pQTL was identified; med.pred = median (and 25th and 75th percentil) value of predicted correlation coefficient across all protein groups measued; Seer ID - best correlating Seer protein group; spear.seer = associated Spearman correlation coefficient; SomaLogic ID = best correlating aptamer ID; spear.soma = associated Spearman correlation coefficient
#
Olink ID,OlinkID_vendor,Assay,UniProt,Block,missing.per.olink,below.lod.per.olink,cv.olink,mean.cv.olink,sd.cv.olink,n.olink,mean.l2.olink,sd.l2.olink,median.l2.olink,min.l2.olink,max.l2.olink,faction.outlier.olink,p.dip.olink,cis.pQTL.olink,cis.pav.olink,med.pred,p25.pred,p75.pred,Seer ID,spear.seer,SomaLogic ID,spear.soma,correlation.cluster
MATN3_43961,OID43961,MATN3,O15232,4,0.00,0.00,8.90,1.96,0.13,22.00,0.89,0.45,0.87,-0.56,3.77,0.01,0.99,TRUE,TRUE,0.51,0.50,0.52,prot.7518,0.17,seq.19361.78,0.64,
MAVS_42743,OID42743,MAVS,Q7Z434,3,0.00,0.00,33.05,2.52,0.52,22.00,2.95,0.80,3.01,-0.37,5.93,0.01,1.00,FALSE,FALSE,0.54,0.54,0.55,prot.4179,0.40,seq.26104.19,0.69,4
MAX_42744,OID42744,MAX,P61244,3,0.00,76.41,52.04,1.13,0.75,22.00,1.50,0.79,1.50,-1.63,5.87,0.00,0.98,FALSE,FALSE,0.41,0.40,0.41,prot.3010,0.13,seq.12411.60,0.57,
MBIP_41457,OID41457,MBIP,Q9NS73,2,0.14,75.61,53.34,-1.55,0.78,22.00,-0.27,1.29,-0.37,-4.42,5.56,0.00,0.99,FALSE,FALSE,0.03,0.03,0.03,,,seq.29177.3,0.02,
MBL2_45479,OID45479,MBL2,P11226,8,0.84,8.21,10.97,-0.36,0.17,22.00,0.09,1.41,0.28,-3.96,2.96,0.00,0.99,TRUE,FALSE,0.76,0.75,0.76,prot.2016,0.92,seq.3000.66,0.95,
MBLAC1_40399,OID40399,MBLAC1,A4D2B0,1,0.00,89.28,181.36,0.55,3.34,22.00,0.49,3.93,0.26,-7.03,15.24,0.00,0.00,FALSE,FALSE,0.03,0.03,0.03,,,,,
MCAM_45383,OID45383,MCAM,P43121,7,0.07,0.00,8.15,0.74,0.12,22.00,0.10,0.35,0.10,-1.27,1.42,0.00,0.97,FALSE,FALSE,0.62,0.61,0.63,prot.2637,0.15,seq.20512.2,0.77,
MCAT_41458,OID41458,MCAT,Q8IVS2,2,0.14,81.11,260.48,-1.35,3.14,22.00,-0.54,3.01,-0.27,-6.58,8.78,0.00,0.00,FALSE,FALSE,0.03,0.03,0.03,prot.6697,0.03,seq.32372.26,0.02,
MCCC1_40400,OID40400,MCCC1,Q96RQ3,1,0.00,76.48,111.06,-2.35,2.56,22.00,-1.15,2.75,-0.52,-7.46,7.38,0.00,0.00,FALSE,FALSE,0.04,0.04,0.04,prot.5070,0.05,,,
MCEE_43962,OID43962,MCEE,Q96PE7,4,0.00,84.48,59.30,-0.61,1.52,22.00,-0.05,1.62,-0.05,-7.01,8.04,0.03,1.00,FALSE,FALSE,0.10,0.10,0.10,prot.5044,0.13,seq.9388.18,0.05,
MCEMP1_43963,OID43963,MCEMP1,Q8IX19,4,0.00,83.09,16.83,2.30,0.24,22.00,0.13,1.49,-0.32,-2.64,5.61,0.09,0.99,FALSE,FALSE,0.09,0.09,0.10,,,seq.6283.60,0.02,
MCF2L2_40401,OID40401,MCF2L2,Q86YR7,1,0.00,70.22,158.59,-1.66,2.68,22.00,-1.28,2.54,-0.69,-7.57,8.41,0.04,0.00,FALSE,FALSE,0.01,0.01,0.02,,,,,
MCF2L_43964,OID43964,MCF2L,O15068,4,0.00,0.70,23.02,1.77,0.36,22.00,2.50,0.77,2.53,-0.77,6.34,0.00,0.98,TRUE,FALSE,0.49,0.49,0.50,prot.6450,0.40,seq.13934.3,0.47,
MCFD2_44771,OID44771,MCFD2,Q8NI22,5,0.07,0.49,6.82,0.17,0.10,22.00,0.51,0.30,0.50,-0.82,2.82,0.00,1.00,TRUE,FALSE,0.48,0.48,0.49,prot.4553,0.51,,,
MCM10_42745,OID42745,MCM10,Q7L590,3,0.00,84.06,56.69,-1.07,1.06,22.00,-0.34,1.17,-0.29,-8.00,6.80,0.02,1.00,FALSE,FALSE,0.01,0.00,0.01,,,,,
MCM3AP_41459,OID41459,MCM3AP,O60318,2,0.14,86.97,26.82,-0.47,0.45,22.00,-0.36,0.63,-0.40,-2.07,3.59,0.00,1.00,FALSE,FALSE,0.03,0.03,0.03,,,seq.31998.10,-0.01,
MCMBP_40402,OID40402,MCMBP,Q9BTE3,1,0.00,69.03,31.18,-0.29,0.36,22.00,0.03,0.64,-0.07,-1.55,5.10,0.03,0.99,FALSE,FALSE,0.05,0.05,0.05,,,,,
MCRS1_41460,OID41460,MCRS1,Q96EZ8,2,0.14,68.36,48.69,-1.21,0.81,22.00,-0.49,1.20,-0.60,-5.16,6.12,0.00,0.99,FALSE,FALSE,0.03,0.03,0.03,,,,,
MDC1_40403,OID40403,MDC1,Q14676,1,0.00,58.52,50.40,-0.02,0.69,22.00,0.63,0.87,0.59,-2.34,8.27,0.00,0.94,FALSE,FALSE,0.06,0.05,0.06,prot.7957,-0.05,,,
MDGA1_43966,OID43966,MDGA1,Q8NFP4,4,0.00,19.14,11.80,0.72,0.17,22.00,0.73,0.80,0.69,-1.90,3.09,0.00,0.95,TRUE,FALSE,0.68,0.68,0.70,,,seq.16900.29,0.91,
MDH1_45384,OID45384,MDH1,P40925,7,0.07,72.14,7.00,0.09,0.10,22.00,0.11,0.12,0.10,-0.42,0.83,0.00,0.99,FALSE,FALSE,0.35,0.34,0.36,prot.2601,0.16,seq.3853.56,0.37,
MDK_44772,OID44772,MDK,P21741,5,0.07,0.00,12.48,0.53,0.18,22.00,0.97,0.43,0.92,-1.09,5.64,0.00,0.99,FALSE,FALSE,0.63,0.62,0.64,prot.769,0.70,seq.2911.27,0.54,
MDM1_42746,OID42746,MDM1,Q8TC05,3,0.00,73.97,44.45,-0.21,0.59,22.00,-0.48,1.25,-0.36,-8.24,4.27,0.02,0.47,FALSE,FALSE,0.08,0.08,0.09,,,seq.7898.29,0.14,
MECR_43967,OID43967,MECR,Q9BV79,4,0.00,30.69,24.29,1.41,0.36,22.00,2.10,0.71,2.10,-0.64,6.28,0.00,0.99,FALSE,FALSE,0.51,0.51,0.52,prot.5257,0.55,seq.21273.5,0.11,
MED12_40404,OID40404,MED12,Q93074,1,0.00,60.89,282.26,-0.40,3.15,22.00,0.74,2.47,0.92,-6.95,14.84,0.04,0.03,FALSE,FALSE,0.07,0.06,0.08,,,,,
MED13L_41461,OID41461,MED13L,Q71F56,2,0.14,84.39,38.19,-0.03,0.59,22.00,0.18,1.05,0.20,-7.41,6.01,0.00,0.79,FALSE,FALSE,0.04,0.04,0.04,,,,,
MED21_42748,OID42748,MED21,Q13503,3,0.00,86.29,350.12,0.79,1.56,22.00,0.75,2.09,0.58,-7.14,10.26,0.06,0.99,FALSE,FALSE,0.06,0.06,0.06,,,seq.31730.6,0.04,
MED30_42749,OID42749,MED30,Q96HR3,3,0.00,94.92,38.77,0.25,0.62,22.00,0.12,0.77,0.17,-7.37,3.54,0.00,1.00,FALSE,FALSE,0.05,0.05,0.05,,,seq.29954.6,0.01,
MED6_41462,OID41462,MED6,O75586,2,0.14,56.79,20.80,-0.36,0.32,22.00,0.33,1.08,0.08,-1.77,6.94,0.00,0.99,FALSE,FALSE,0.11,0.11,0.12,,,,,
MEF2C_41463,OID41463,MEF2C,Q06413,2,0.14,58.33,51.74,0.68,1.19,22.00,0.88,0.96,0.92,-7.29,4.33,0.00,0.97,FALSE,FALSE,0.07,0.06,0.07,,,seq.8933.84,-0.01,
MEFV_41464,OID41464,MEFV,O15553,2,0.14,54.56,71.96,-2.68,1.45,22.00,-2.09,1.61,-1.94,-9.18,4.13,0.00,0.91,FALSE,FALSE,0.16,0.16,0.17,prot.7923,0.35,,,
MEGF10_44773,OID44773,MEGF10,Q96KG7,5,0.07,0.00,9.15,-0.49,0.13,22.00,-0.22,0.44,-0.25,-1.66,1.19,0.00,0.99,TRUE,FALSE,0.33,0.31,0.34,prot.7772,0.06,seq.11168.1,-0.02,
MEGF11_42750,OID42750,MEGF11,A6BM72,3,0.00,55.74,43.47,-0.24,0.74,22.00,0.17,1.21,0.23,-7.54,6.98,0.01,1.00,FALSE,FALSE,0.06,0.06,0.06,,,,,
MEGF9_45181,OID45181,MEGF9,Q9H1U4,6,1.11,6.54,8.86,0.37,0.13,21.00,0.36,0.28,0.36,-0.75,1.45,0.00,0.99,TRUE,FALSE,0.28,0.28,0.30,prot.6828,-0.05,,,
MEIOC_41465,OID41465,MEIOC,A2RUB1,2,0.14,57.63,48.61,-3.85,0.57,22.00,-2.89,1.08,-3.09,-5.56,6.87,0.00,0.99,FALSE,FALSE,0.05,0.04,0.05,,,,,
MEIS2_40405,OID40405,MEIS2,O14770,1,0.00,64.02,52.38,0.24,0.65,22.00,0.10,1.49,-0.02,-7.77,8.29,0.02,0.99,FALSE,FALSE,0.01,0.01,0.01,,,seq.23568.41,-0.03,
MEIS3_42751,OID42751,MEIS3,Q99687,3,0.00,87.06,264.26,0.36,2.57,22.00,0.64,3.18,0.45,-6.88,10.68,0.02,0.00,FALSE,FALSE,0.03,0.03,0.03,,,seq.33355.4,0.03,
MELTF_44774,OID44774,MELTF,P08582,5,0.07,9.82,7.83,0.78,0.11,22.00,0.16,0.52,0.20,-3.15,3.05,0.00,0.99,TRUE,TRUE,0.64,0.64,0.65,prot.7993,0.18,seq.30683.107,0.71,
MENT_44775,OID44775,MENT,Q9BUN1,5,0.07,0.00,8.39,0.32,0.12,22.00,0.34,0.26,0.34,-0.62,1.29,0.00,1.00,FALSE,FALSE,0.58,0.56,0.58,prot.5245,0.37,seq.5744.12,0.70,
MEOX1_42752,OID42752,MEOX1,P50221,3,0.00,69.10,37.98,-1.87,0.59,22.00,-1.19,0.94,-1.26,-4.64,3.84,0.01,1.00,FALSE,FALSE,0.01,0.01,0.01,,,seq.20183.48,-0.03,
MEP1A_43968,OID43968,MEP1A,Q16819,4,0.00,18.58,10.49,0.44,0.16,22.00,0.46,0.90,0.42,-1.87,5.43,0.00,0.67,FALSE,FALSE,0.55,0.54,0.55,prot.617,0.62,seq.19786.26,0.80,
MEP1B_44776,OID44776,MEP1B,Q16820,5,0.07,9.19,8.78,1.27,0.13,22.00,0.45,1.14,0.60,-2.80,3.01,0.00,0.47,TRUE,TRUE,0.36,0.34,0.37,,,seq.33723.7,0.13,
MEPE_44777,OID44777,MEPE,Q9NQ76,5,0.07,21.94,12.30,1.85,0.18,22.00,1.75,0.35,1.76,0.29,3.02,0.00,0.99,FALSE,FALSE,0.40,0.39,0.40,prot.5625,0.25,seq.3209.68,0.09,
MERTK_44778,OID44778,MERTK,Q12866,5,0.07,5.50,35.76,0.72,0.48,22.00,0.64,0.59,0.69,-1.75,3.55,0.00,1.00,FALSE,FALSE,0.30,0.29,0.31,,,seq.19787.14,0.17,
MESD_45182,OID45182,MESD,Q14696,6,1.11,4.29,27.86,2.95,0.44,21.00,3.21,0.82,3.23,-1.40,7.79,0.00,0.95,FALSE,FALSE,0.61,0.60,0.62,prot.3541,0.74,seq.15299.102,0.71,
METAP1D_43969,OID43969,METAP1D,Q6UB28,4,0.00,21.22,17.78,0.97,0.26,22.00,1.38,0.59,1.36,-1.39,4.91,0.00,1.00,FALSE,FALSE,0.27,0.26,0.28,,,seq.19752.197,0.13,
METAP1_42753,OID42753,METAP1,P53582,3,0.00,87.40,46.73,-0.44,0.98,22.00,-0.14,0.99,-0.11,-7.78,8.56,0.01,1.00,FALSE,FALSE,0.06,0.06,0.07,prot.2870,0.03,seq.3210.1,0.06,
METAP2_43970,OID43970,METAP2,P50579,4,0.00,12.04,19.02,1.86,0.27,22.00,2.15,0.57,2.16,-0.37,4.33,0.00,0.94,FALSE,FALSE,0.59,0.59,0.60,prot.2789,0.70,seq.3170.6,0.60,
METTL15P1_40406,OID40406,METTL15P1,P0C7V9,1,0.00,73.00,88.05,-2.70,2.39,22.00,-2.93,2.89,-2.21,-8.83,7.46,0.01,0.00,FALSE,FALSE,0.02,0.02,0.02,,,,,
METTL16_40407,OID40407,METTL16,Q86W50,1,0.00,80.17,73.87,-0.45,1.83,22.00,0.58,2.87,0.08,-5.54,10.60,0.32,0.00,FALSE,FALSE,0.04,0.04,0.04,,,seq.30239.42,0.04,
METTL25_40408,OID40408,METTL25,Q8N6Q8,1,0.00,54.35,51.34,0.48,0.61,22.00,0.05,0.93,-0.03,-3.14,5.44,0.01,1.00,FALSE,FALSE,0.05,0.05,0.05,,,seq.25855.56,0.01,
METTL2A_41466,OID41466,METTL2A,Q96IZ6,2,0.14,87.25,49.99,-0.33,1.84,22.00,-0.13,1.12,-0.02,-8.05,5.94,0.00,0.99,FALSE,FALSE,0.03,0.03,0.03,,,,,
METTL6_41467,OID41467,METTL6,Q8TCB7,2,0.14,61.67,17.60,-0.48,0.28,22.00,-0.12,0.69,-0.29,-1.70,5.06,0.00,1.00,FALSE,FALSE,0.13,0.12,0.14,,,,,
MET_45183,OID45183,MET,P08581,6,1.11,7.25,6.86,0.38,0.10,21.00,0.42,0.27,0.42,-0.69,1.33,0.00,0.95,FALSE,FALSE,0.51,0.51,0.52,,,seq.2837.3,0.57,
MEX3B_41468,OID41468,MEX3B,Q6ZN04,2,0.14,58.54,46.87,0.38,0.76,22.00,0.43,1.06,0.49,-7.34,4.72,0.00,0.96,FALSE,FALSE,0.02,0.02,0.03,,,seq.35070.110,-0.05,
MEX3C_42754,OID42754,MEX3C,Q5U5Q3,3,0.00,84.62,52.11,0.06,0.76,22.00,0.36,0.87,0.36,-3.20,5.05,0.00,0.99,FALSE,FALSE,0.07,0.07,0.07,,,,,
MEX3D_41469,OID41469,MEX3D,Q86XN8,2,0.14,69.27,91.13,-0.12,1.60,22.00,-0.42,2.25,-0.01,-7.32,7.52,0.00,0.00,FALSE,FALSE,0.02,0.02,0.02,,,,,
MFAP3L_42755,OID42755,MFAP3L,O75121,3,0.00,75.78,86.82,-3.04,1.98,22.00,-2.30,2.39,-1.82,-8.57,5.63,0.04,0.00,FALSE,FALSE,0.02,0.02,0.02,prot.1369,0.02,seq.8837.8,-0.04,
MFAP3_41470,OID41470,MFAP3,P55082,2,0.14,72.89,196.69,-0.47,2.67,22.00,0.75,3.30,0.22,-6.20,9.70,0.00,0.00,FALSE,FALSE,0.02,0.02,0.02,,,seq.20545.17,0.00,
MFAP4_44779,OID44779,MFAP4,P55083,5,0.07,32.17,21.05,0.22,0.57,22.00,0.00,0.52,0.03,-3.41,1.50,0.00,0.99,FALSE,FALSE,0.52,0.51,0.52,prot.2916,0.39,seq.5636.10,0.75,
MFAP5_45184,OID45184,MFAP5,Q13361,6,1.11,1.97,9.77,0.36,0.14,21.00,0.67,0.42,0.68,-2.51,2.21,0.00,1.00,FALSE,FALSE,0.53,0.52,0.53,prot.583,0.42,seq.6440.31,0.06,
MFGE8_45185,OID45185,MFGE8,Q08431,6,1.11,5.77,10.60,1.44,0.15,21.00,0.95,0.58,0.93,-1.41,3.29,0.00,0.99,TRUE,TRUE,0.65,0.64,0.66,prot.3295,0.74,seq.4455.89,0.65,
MFRP_41471,OID41471,MFRP,Q9BY79,2,0.14,71.43,56.15,-0.37,1.05,22.00,0.05,0.98,0.11,-7.26,4.76,0.00,0.98,FALSE,FALSE,0.03,0.03,0.03,,,seq.3685.53,0.03,
MGAT2_44780,OID44780,MGAT2,Q10469,5,0.07,0.00,15.40,0.35,0.25,22.00,0.44,0.32,0.45,-1.43,1.59,0.00,0.99,FALSE,FALSE,0.48,0.48,0.49,prot.3317,0.22,seq.6909.40,0.55,
MGA_41472,OID41472,MGA,Q8IWI9,2,0.14,70.38,25.18,0.09,0.38,22.00,-2.07,1.29,-2.23,-10.00,5.02,0.00,0.99,FALSE,FALSE,0.04,0.04,0.04,,,seq.11587.5,0.00,
MGLL_44781,OID44781,MGLL,Q99685,5,0.07,72.42,18.76,1.55,0.28,22.00,1.20,0.58,1.25,-1.46,3.94,0.00,0.99,FALSE,FALSE,0.40,0.39,0.40,prot.5131,0.41,seq.30450.2,0.44,
MGMT_43971,OID43971,MGMT,P16455,4,0.00,1.88,21.54,0.47,0.33,22.00,1.76,0.95,1.79,-2.13,5.81,0.00,0.95,TRUE,FALSE,0.61,0.60,0.62,,,seq.21437.77,0.80,
MIA3_41473,OID41473,MIA3,Q5JRA6,2,0.14,89.55,36.53,-0.16,0.59,22.00,-0.09,0.75,-0.14,-2.64,3.98,0.00,0.98,FALSE,FALSE,0.03,0.03,0.03,prot.3814,0.01,,,
MIA_44782,OID44782,MIA,Q16674,5,0.07,0.00,10.35,0.33,0.15,22.00,0.62,0.42,0.60,-1.17,2.38,0.00,0.66,TRUE,FALSE,0.63,0.62,0.64,prot.3703,0.65,seq.2687.2,0.71,
MIB2_42756,OID42756,MIB2,Q96AX9,3,0.00,75.57,48.71,-0.76,0.65,22.00,-1.05,1.49,-1.16,-8.79,6.32,0.02,1.00,FALSE,FALSE,0.05,0.05,0.05,prot.7577,0.05,seq.35237.26,0.02,
MICAL1_41474,OID41474,MICAL1,Q8TDZ2,2,0.14,17.91,19.10,1.29,0.30,22.00,1.37,0.75,1.35,-1.63,4.59,0.00,0.98,FALSE,FALSE,0.52,0.51,0.52,prot.4617,0.65,seq.25070.18,0.65,
MICAL3_41475,OID41475,MICAL3,Q7RTP6,2,0.14,36.72,24.57,0.62,0.37,22.00,0.96,0.67,0.93,-1.31,5.36,0.00,0.99,FALSE,FALSE,0.31,0.30,0.31,prot.4162,0.37,,,
MICALL2_42757,OID42757,MICALL2,Q8IY33,3,0.00,64.30,45.96,0.35,0.75,22.00,0.54,0.90,0.60,-3.23,4.85,0.00,0.99,FALSE,FALSE,0.22,0.22,0.23,prot.4351,0.35,seq.12891.1,0.07,
MICA_MICB_43972,OID43972,MICA_MICB,Q29980_Q29983,4,0.00,15.59,8.45,0.73,0.12,22.00,-0.36,1.94,0.24,-6.85,2.27,0.14,0.00,TRUE,FALSE,0.58,0.56,0.60,,,seq.2730.58,0.86,
MIDN_41476,OID41476,MIDN,Q504T8,2,0.14,67.60,51.60,0.23,0.85,22.00,0.73,0.97,0.72,-6.74,5.63,0.00,1.00,FALSE,FALSE,0.11,0.10,0.11,,,,,
MIF4GD_43973,OID43973,MIF4GD,A9UHW6,4,0.00,18.93,21.84,1.62,0.31,22.00,2.05,0.84,2.03,-1.92,7.82,0.01,1.00,TRUE,FALSE,0.43,0.42,0.44,,,seq.32713.22,0.41,
MIF_45186,OID45186,MIF,P14174,6,1.11,5.70,11.60,2.09,0.17,21.00,2.47,0.56,2.44,0.13,5.39,0.00,0.93,FALSE,FALSE,0.57,0.56,0.57,prot.2088,0.42,seq.5356.2,0.54,
MIIP_40409,OID40409,MIIP,Q5JXC2,1,0.00,81.70,36.02,0.12,0.50,22.00,0.14,0.59,0.14,-1.58,3.67,0.01,1.00,FALSE,FALSE,0.02,0.02,0.02,,,seq.28349.10,-0.03,
MILR1_42758,OID42758,MILR1,Q7Z6M3,3,0.00,52.05,23.39,0.17,0.33,22.00,1.11,0.57,1.11,-1.04,3.68,0.00,0.88,FALSE,FALSE,0.17,0.16,0.18,,,seq.11173.32,0.02,
MINDY1_43974,OID43974,MINDY1,Q8N5J2,4,0.00,25.26,33.18,1.47,0.54,22.00,1.66,1.04,1.71,-8.30,5.72,0.01,0.98,FALSE,FALSE,0.52,0.51,0.52,prot.4436,0.64,,,
MINDY2_42759,OID42759,MINDY2,Q8NBR6,3,0.00,0.00,8.19,0.60,0.12,22.00,0.54,0.33,0.54,-0.64,2.72,0.00,0.99,FALSE,FALSE,0.41,0.41,0.41,prot.4487,0.46,,,
MINDY4B_40411,OID40411,MINDY4B,A8MYZ0,1,0.00,72.16,255.42,-6.19,1.92,22.00,-4.68,2.85,-6.10,-8.50,4.07,0.00,0.00,FALSE,FALSE,0.01,0.01,0.01,,,,,
MINDY4_40410,OID40410,MINDY4,Q4G0A6,1,0.00,61.66,121.41,-3.66,2.80,22.00,-2.08,2.71,-1.32,-7.59,5.32,0.00,0.00,FALSE,FALSE,0.02,0.02,0.02,,,,,
MINK1_43975,OID43975,MINK1,Q8N4C8,4,0.00,44.12,59.14,2.85,0.83,22.00,3.58,1.15,3.57,-1.79,10.14,0.00,1.00,FALSE,FALSE,0.46,0.45,0.46,prot.4420,0.55,seq.30763.166,0.52,
MIOX_41477,OID41477,MIOX,Q9UGB7,2,0.14,55.47,295.84,1.05,2.57,22.00,0.16,2.65,0.33,-6.60,8.58,0.00,0.00,FALSE,FALSE,0.02,0.01,0.02,,,seq.13498.1,-0.01,
MIS18BP1_41478,OID41478,MIS18BP1,Q6P0N0,2,0.14,87.11,24.12,-0.29,0.35,22.00,-0.28,0.86,-0.28,-7.57,6.09,0.00,0.99,FALSE,FALSE,0.07,0.06,0.07,,,,,
MISP_41479,OID41479,MISP,Q8IVT2,2,0.14,80.21,46.48,0.19,0.52,22.00,0.46,0.95,0.38,-3.29,5.84,0.00,0.89,FALSE,FALSE,0.06,0.06,0.06,,,seq.29941.4,0.00,
MITD1_43976,OID43976,MITD1,Q8WV92,4,0.00,0.00,18.11,3.02,0.25,22.00,3.53,0.69,3.56,0.01,6.80,0.01,0.99,FALSE,FALSE,0.62,0.62,0.63,prot.7140,0.35,seq.23266.62,0.73,4
MKI67_42760,OID42760,MKI67,P46013,3,0.00,55.32,41.55,-0.80,0.66,22.00,-0.69,0.88,-0.66,-8.09,7.34,0.01,1.00,FALSE,FALSE,0.29,0.27,0.30,prot.7979,0.58,,,
MKNK1_43977,OID43977,MKNK1,Q9BUB5,4,0.00,0.00,12.74,1.55,0.18,22.00,1.96,0.60,1.93,-0.40,5.33,0.01,0.94,TRUE,FALSE,0.52,0.51,0.52,prot.5235,0.51,seq.23693.4,0.53,
MKRN4P_41480,OID41480,MKRN4P,Q13434,2,0.14,72.68,30.02,0.85,0.47,22.00,0.74,1.12,0.58,-3.25,7.49,0.00,0.99,FALSE,FALSE,0.09,0.08,0.09,,,,,
MLANA_41481,OID41481,MLANA,Q16655,2,0.14,73.45,280.16,0.47,2.73,22.00,0.05,2.95,0.17,-6.32,7.78,0.00,0.00,FALSE,FALSE,0.01,0.01,0.01,,,seq.21810.50,-0.02,
MLF1_40412,OID40412,MLF1,P58340,1,0.00,75.64,50.12,-0.68,0.77,22.00,-0.16,1.22,-0.23,-8.08,6.24,0.01,1.00,FALSE,FALSE,0.04,0.04,0.04,,,seq.17820.170,0.07,
MLF2_41482,OID41482,MLF2,Q15773,2,0.14,88.22,101.14,0.88,1.04,22.00,0.91,1.70,1.01,-6.53,6.06,0.00,0.86,FALSE,FALSE,0.01,0.01,0.01,prot.7601,-0.10,,,
MLIP_41483,OID41483,MLIP,Q5VWP3,2,0.14,52.20,85.30,-2.38,2.35,22.00,-1.48,2.51,-0.88,-7.54,7.31,0.00,0.00,FALSE,FALSE,0.01,0.01,0.02,,,seq.25465.42,0.01,
MLLT1_42761,OID42761,MLLT1,Q03111,3,0.00,69.45,54.66,-2.18,0.91,22.00,-1.75,1.45,-1.77,-9.42,5.95,0.03,1.00,FALSE,FALSE,0.04,0.04,0.04,,,,,
MLN_43978,OID43978,MLN,P12872,4,0.00,0.00,16.14,1.04,0.23,22.00,1.37,1.13,1.31,-2.57,5.00,0.00,1.00,TRUE,FALSE,0.67,0.66,0.67,prot.7250,0.54,seq.5631.83,0.92,
MLXIP_40413,OID40413,MLXIP,Q9HAP2,1,0.00,56.99,35.11,0.19,0.49,22.00,0.90,1.03,0.80,-3.13,6.49,0.01,0.99,FALSE,FALSE,0.11,0.11,0.11,prot.5542,0.03,,,
MMAB_42762,OID42762,MMAB,Q96EY8,3,0.00,31.52,37.10,-1.86,0.55,22.00,0.59,0.99,0.60,-2.78,4.67,0.00,0.98,TRUE,FALSE,0.39,0.38,0.39,prot.6770,0.44,seq.17783.9,0.50,
MMEL1_40414,OID40414,MMEL1,Q495T6,1,0.00,62.07,93.81,-0.76,2.53,22.00,-0.12,2.58,0.37,-6.66,7.43,0.00,0.00,FALSE,FALSE,0.07,0.07,0.08,,,seq.3627.71,0.10,
MME_43979,OID43979,MME,P08473,4,0.00,30.34,14.58,0.23,0.21,22.00,-0.51,0.75,-0.57,-2.83,2.38,0.00,0.98,FALSE,FALSE,0.35,0.35,0.36,prot.7018,0.37,seq.20219.25,-0.01,
MMP10_44784,OID44784,MMP10,P09238,5,0.07,0.00,10.80,0.84,0.18,22.00,0.61,0.68,0.54,-1.51,5.10,0.00,0.97,TRUE,FALSE,0.72,0.70,0.72,prot.1929,0.89,seq.8479.4,0.88,
MMP12_43980,OID43980,MMP12,P39900,4,0.00,0.00,8.19,-0.42,0.11,22.00,0.51,0.62,0.45,-1.44,3.39,0.00,0.86,TRUE,FALSE,0.69,0.68,0.69,prot.7035,0.41,seq.4496.60,0.89,
MMP13_42763,OID42763,MMP13,P45452,3,0.00,30.83,15.84,-0.84,0.25,22.00,-0.85,0.74,-0.91,-2.98,4.18,0.00,0.99,TRUE,FALSE,0.36,0.35,0.36,,,seq.4925.54,0.43,
MMP15_44785,OID44785,MMP15,P51511,5,0.07,77.65,18.61,-0.28,0.25,22.00,-0.03,0.87,-0.20,-1.47,8.34,0.00,0.98,FALSE,FALSE,0.15,0.14,0.16,prot.2812,0.03,seq.33871.7,0.05,
MMP1_44783,OID44783,MMP1,P03956,5,0.07,7.17,19.29,1.89,0.27,22.00,2.01,0.96,1.94,-1.01,5.95,0.00,0.99,TRUE,FALSE,0.77,0.77,0.77,prot.1746,0.88,seq.4924.32,0.93,
MMP3_45187,OID45187,MMP3,P08254,6,1.11,1.97,10.75,1.12,0.16,21.00,0.34,0.84,0.33,-2.87,5.37,0.00,0.95,TRUE,FALSE,0.74,0.74,0.75,prot.1895,0.85,seq.2788.55,0.08,
MMP7_44786,OID44786,MMP7,P09237,5,0.07,0.00,8.42,0.37,0.12,22.00,0.72,0.51,0.67,-1.44,3.68,0.00,1.00,TRUE,FALSE,0.66,0.65,0.66,prot.1928,0.77,seq.2789.26,0.81,
MMP8_44787,OID44787,MMP8,P22894,5,0.07,0.14,9.26,-0.15,0.13,22.00,-0.12,0.74,-0.16,-4.60,3.10,0.00,0.99,FALSE,FALSE,0.55,0.55,0.57,prot.7254,0.25,seq.9172.69,0.35,
MMP9_45188,OID45188,MMP9,P14780,6,1.11,1.97,9.72,1.65,0.14,21.00,1.57,0.92,1.58,-1.41,4.10,0.00,1.00,FALSE,FALSE,0.77,0.76,0.77,prot.2104,0.78,seq.2579.17,0.93,
MMRN2_44788,OID44788,MMRN2,Q9H8L6,5,0.07,0.00,11.40,0.21,0.19,22.00,0.27,0.30,0.27,-1.63,1.84,0.00,0.99,FALSE,FALSE,0.36,0.36,0.37,prot.5518,0.15,seq.9723.105,0.07,
MMUT_42764,OID42764,MMUT,P22033,3,0.00,54.91,158.58,-1.88,3.16,22.00,-0.43,2.77,0.19,-6.33,6.95,0.00,0.00,FALSE,FALSE,0.07,0.07,0.07,prot.2270,0.09,seq.33092.21,0.07,
MN1_42765,OID42765,MN1,Q10571,3,0.00,82.60,110.87,-2.33,3.07,22.00,-0.57,2.61,-0.26,-7.44,9.08,0.00,0.00,FALSE,FALSE,0.03,0.02,0.03,,,,,
