#Supplementary Table 2 Summary of protein targets measured using the Olink Explore HT platform,,,,,,,,,,,,,,,,,,,,,,,,,,,
#sd - standard deviation; cv - coefficient of variation; p.dip - p-value of a dip test for multi-modal distribution: cis.pQTL - whehter or not a cis-pQTL was identified; med.pred = median (and 25th and 75th percentil) value of predicted correlation coefficient across all protein groups measued; Seer ID - best correlating Seer protein group; spear.seer = associated Spearman correlation coefficient; SomaLogic ID = best correlating aptamer ID; spear.soma = associated Spearman correlation coefficient
#
Olink ID,OlinkID_vendor,Assay,UniProt,Block,missing.per.olink,below.lod.per.olink,cv.olink,mean.cv.olink,sd.cv.olink,n.olink,mean.l2.olink,sd.l2.olink,median.l2.olink,min.l2.olink,max.l2.olink,faction.outlier.olink,p.dip.olink,cis.pQTL.olink,cis.pav.olink,med.pred,p25.pred,p75.pred,Seer ID,spear.seer,SomaLogic ID,spear.soma,correlation.cluster
CUL7_40142,OID40142,CUL7,Q14999,1,0.00,82.12,69.23,-0.42,0.91,22.00,-0.23,1.04,-0.12,-7.88,6.99,0.02,0.99,FALSE,FALSE,0.06,0.06,0.06,prot.3559,0.12,,,
CUTC_42338,OID42338,CUTC,Q9NTM9,3,0.00,33.61,17.07,-0.20,0.26,22.00,-0.08,0.94,-0.21,-2.82,5.52,0.02,1.00,FALSE,FALSE,0.17,0.17,0.18,prot.5706,0.09,seq.15315.64,0.10,
CUX2_41068,OID41068,CUX2,O14529,2,0.14,49.55,30.93,-0.22,0.43,22.00,-0.21,0.95,-0.25,-3.80,4.92,0.00,1.00,FALSE,FALSE,0.15,0.14,0.15,prot.7630,0.20,,,
CUZD1_42339,OID42339,CUZD1,Q86UP6,3,0.00,70.42,39.73,0.37,0.48,22.00,-0.08,0.93,-0.16,-4.00,5.44,0.01,1.00,FALSE,FALSE,0.03,0.03,0.03,prot.7751,,seq.7943.16,0.01,
CWC15_43582,OID43582,CWC15,Q9P013,4,0.00,58.11,17.35,-0.28,0.27,22.00,-0.13,0.52,-0.15,-2.27,5.56,0.01,0.99,FALSE,FALSE,0.11,0.11,0.11,,,seq.28563.1,0.04,
CWC22_41069,OID41069,CWC22,Q9HCG8,2,0.14,37.56,32.33,-0.57,0.49,22.00,0.15,1.19,-0.07,-3.45,5.79,0.00,1.00,FALSE,FALSE,0.13,0.13,0.14,,,,,
CWF19L1_40143,OID40143,CWF19L1,Q69YN2,1,0.00,79.19,82.51,-2.78,2.46,22.00,-1.13,2.44,-0.70,-7.85,6.72,0.01,0.00,FALSE,FALSE,0.02,0.02,0.02,prot.7655,-0.03,seq.23686.44,0.03,
CWF19L2_42340,OID42340,CWF19L2,Q2TBE0,3,0.00,77.73,67.94,-0.90,0.91,22.00,0.16,1.13,0.08,-3.95,6.46,0.01,0.99,FALSE,FALSE,0.05,0.05,0.06,,,,,
CX3CL1_43583,OID43583,CX3CL1,P78423,4,0.00,53.93,28.76,-0.16,0.53,22.00,0.02,0.51,0.05,-2.40,2.53,0.01,0.99,FALSE,FALSE,0.17,0.17,0.18,,,seq.2827.23,0.17,
CXADR_43584,OID43584,CXADR,P78310,4,0.00,13.57,9.40,-0.04,0.14,22.00,-0.01,0.49,-0.05,-1.31,2.79,0.01,0.90,FALSE,FALSE,0.20,0.19,0.21,,,seq.11204.80,-0.02,
CXCL10_44584,OID44584,CXCL10,P02778,5,0.07,10.79,12.24,0.58,0.18,22.00,0.30,0.74,0.24,-2.44,6.38,0.00,0.99,FALSE,FALSE,0.70,0.69,0.71,prot.1735,0.84,seq.4141.79,0.71,
CXCL11_44585,OID44585,CXCL11,O14625,5,0.07,0.07,13.02,0.37,0.18,22.00,1.20,0.79,1.13,-1.01,6.22,0.00,0.84,TRUE,FALSE,0.73,0.72,0.74,prot.1095,0.63,seq.3038.9,0.89,
CXCL13_44586,OID44586,CXCL13,O43927,5,0.07,0.00,11.57,-1.76,0.17,22.00,-0.99,0.85,-1.12,-3.19,5.87,0.00,0.97,FALSE,FALSE,0.72,0.71,0.72,prot.7396,0.45,seq.3487.32,0.81,
CXCL14_42342,OID42342,CXCL14,O95715,3,0.00,95.06,19.90,1.11,0.30,22.00,0.29,0.78,0.26,-1.96,7.34,0.01,0.99,FALSE,FALSE,0.14,0.13,0.14,prot.133,0.12,seq.5730.60,0.03,
CXCL16_45100,OID45100,CXCL16,Q9H2A7,6,1.11,11.05,11.56,0.08,0.16,21.00,0.18,0.31,0.17,-1.57,1.75,0.00,0.98,FALSE,FALSE,0.52,0.51,0.52,prot.7543,0.09,seq.2436.49,0.60,
CXCL17_43585,OID43585,CXCL17,Q6UXB2,4,0.00,4.38,17.48,1.91,0.24,22.00,1.80,0.72,1.78,-0.59,6.55,0.00,0.97,FALSE,FALSE,0.53,0.52,0.53,prot.4059,0.56,seq.9495.10,0.02,
CXCL1_44583,OID44583,CXCL1,P09341,5,0.07,26.88,22.84,0.48,0.35,22.00,1.51,1.06,1.47,-1.86,7.12,0.00,0.99,TRUE,FALSE,0.67,0.66,0.67,prot.6511,0.61,seq.2985.35,0.80,
CXCL3_45101,OID45101,CXCL3,P19876,6,1.11,2.32,14.47,1.71,0.21,21.00,1.81,0.82,1.85,-2.44,5.35,0.00,1.00,FALSE,FALSE,0.71,0.71,0.72,prot.6530,0.43,seq.2986.49,0.83,
CXCL5_44587,OID44587,CXCL5,P42830,5,0.07,0.84,19.18,1.05,0.30,22.00,1.48,1.11,1.48,-2.82,4.90,0.00,1.00,TRUE,FALSE,0.70,0.69,0.71,prot.2633,0.75,seq.2979.8,0.21,
CXCL6_44588,OID44588,CXCL6,P80162,5,0.07,17.06,26.71,1.06,0.35,22.00,1.25,0.76,1.24,-1.52,5.08,0.00,0.99,TRUE,FALSE,0.59,0.58,0.60,,,seq.3495.15,0.67,
CXCL8_43586,OID43586,CXCL8,P10145,4,0.00,21.99,10.97,-0.28,0.16,22.00,0.06,0.55,0.02,-1.49,3.95,0.01,0.99,FALSE,FALSE,0.49,0.48,0.50,,,seq.3447.64,0.66,
CXCL9_44589,OID44589,CXCL9,Q07325,5,0.07,0.00,15.84,1.02,0.27,22.00,0.66,0.82,0.49,-1.27,5.46,0.00,0.97,FALSE,FALSE,0.58,0.57,0.59,prot.3276,0.57,seq.9188.119,0.50,
CXorf49_41070,OID41070,CXorf49,A8MYA2,2,0.14,87.94,51.22,0.10,0.81,22.00,-0.04,1.54,0.04,-7.51,6.46,0.00,1.00,FALSE,FALSE,0.01,0.01,0.01,,,seq.30605.22,0.00,
CXorf51B_40144,OID40144,CXorf51B,P0DPH9,1,0.00,58.73,144.85,-4.57,2.36,22.00,-2.74,2.95,-1.94,-7.89,7.00,0.00,0.00,FALSE,FALSE,0.01,0.01,0.01,,,seq.34871.43,0.00,
CYB5A_42343,OID42343,CYB5A,P00167,3,0.00,72.16,19.26,-0.16,0.28,22.00,0.22,1.05,0.03,-3.47,7.93,0.04,0.97,FALSE,FALSE,0.14,0.14,0.15,prot.1612,0.16,seq.11287.14,0.14,
CYB5R2_43587,OID43587,CYB5R2,Q6BCY4,4,0.00,36.74,13.31,0.41,0.20,22.00,0.46,0.58,0.47,-4.56,6.40,0.01,1.00,TRUE,TRUE,0.47,0.46,0.47,prot.8020,-0.58,seq.19143.38,0.67,
CYLC2_40145,OID40145,CYLC2,Q14093,1,0.00,88.17,50.44,0.86,0.71,22.00,-0.04,1.46,-0.10,-8.46,10.09,0.02,0.99,FALSE,FALSE,0.03,0.02,0.03,,,,,
CYLD_41071,OID41071,CYLD,Q9NQC7,2,0.14,73.94,74.68,1.02,1.00,22.00,1.55,1.35,1.50,-6.68,8.62,0.00,0.99,FALSE,FALSE,0.18,0.18,0.19,prot.5632,0.21,seq.21765.10,0.15,
CYP1A2_41072,OID41072,CYP1A2,P05177,2,0.14,85.44,72.26,-0.45,1.00,22.00,-0.76,1.66,-0.65,-7.77,6.48,0.00,0.99,FALSE,FALSE,0.05,0.05,0.05,,,seq.28156.64,0.06,
CYP24A1_42345,OID42345,CYP24A1,Q07973,3,0.00,78.57,44.00,-1.06,0.73,22.00,-0.64,2.02,-0.70,-8.38,6.82,0.03,0.99,FALSE,FALSE,0.03,0.02,0.03,,,seq.35182.145,0.00,
CYP26C1_41073,OID41073,CYP26C1,Q6V0L0,2,0.14,92.13,35.70,-0.75,0.64,22.00,-0.43,0.84,-0.48,-4.07,5.49,0.00,0.99,FALSE,FALSE,0.00,0.00,0.00,,,seq.31972.93,-0.05,
CYP3A4_42346,OID42346,CYP3A4,P08684,3,0.00,82.32,29.90,-0.13,0.45,22.00,0.34,1.11,0.22,-4.35,8.07,0.02,0.99,FALSE,FALSE,0.06,0.06,0.07,,,seq.2943.5,0.03,
CYP4B1_41074,OID41074,CYP4B1,P13584,2,0.14,75.96,52.02,-2.06,0.96,22.00,-1.52,1.33,-1.58,-9.42,6.90,0.00,0.93,FALSE,FALSE,0.00,0.00,0.00,,,seq.30347.79,-0.04,
CYSRT1_40146,OID40146,CYSRT1,A8MQ03,1,0.00,60.26,166.40,-0.15,4.03,22.00,0.29,3.56,0.13,-5.55,12.25,0.00,0.00,FALSE,FALSE,0.07,0.07,0.07,prot.7932,0.13,seq.25220.8,0.01,
CYTH2_41075,OID41075,CYTH2,Q99418,2,0.14,80.49,29.28,-0.38,0.46,22.00,-0.09,0.60,-0.15,-2.25,3.43,0.00,1.00,FALSE,FALSE,0.04,0.04,0.05,prot.153,-0.04,seq.12533.135,0.02,
CYTH3_42347,OID42347,CYTH3,O43739,3,0.00,77.73,82.09,-1.52,2.39,22.00,-0.45,1.78,-0.23,-7.62,5.77,0.05,0.26,FALSE,FALSE,0.02,0.02,0.02,,,seq.21365.5,0.01,
CYTL1_45102,OID45102,CYTL1,Q9NRR1,6,1.11,9.36,11.92,0.17,0.17,21.00,0.41,0.55,0.43,-2.35,3.18,0.00,1.00,TRUE,FALSE,0.52,0.51,0.52,prot.5672,0.44,seq.8402.22,0.35,
DAAM1_44590,OID44590,DAAM1,Q9Y4D1,5,0.07,37.67,33.09,3.74,0.51,22.00,3.88,0.81,3.92,-0.23,6.89,0.00,0.95,FALSE,FALSE,0.55,0.55,0.56,prot.6209,0.58,,,
DAB1_40147,OID40147,DAB1,O75553,1,0.00,87.68,33.83,-0.31,0.59,22.00,0.01,0.75,-0.02,-2.64,4.11,0.01,0.99,FALSE,FALSE,0.03,0.03,0.04,,,,,
DAB2IP_40148,OID40148,DAB2IP,Q5VWQ8,1,0.00,55.95,56.77,-0.32,0.71,22.00,0.12,0.90,0.07,-2.64,5.90,0.02,1.00,FALSE,FALSE,0.04,0.04,0.05,,,seq.24966.3,0.00,
DAB2_43588,OID43588,DAB2,P98082,4,0.00,21.64,27.96,2.84,0.41,22.00,2.85,0.90,2.87,-1.69,7.30,0.01,0.99,FALSE,FALSE,0.60,0.60,0.60,prot.3161,0.70,seq.21963.48,0.67,
DACT1_41076,OID41076,DACT1,Q9NYF0,2,0.14,91.29,77.01,-0.40,0.98,22.00,-0.67,1.69,-0.43,-7.27,4.10,0.00,0.75,FALSE,FALSE,0.01,0.01,0.02,,,,,
DAG1_44591,OID44591,DAG1,Q14118,5,0.07,0.00,10.81,0.85,0.16,22.00,0.99,0.45,0.97,-0.99,3.51,0.00,0.81,FALSE,FALSE,0.45,0.45,0.46,prot.3485,0.35,seq.23176.17,-0.05,
DAPK2_43589,OID43589,DAPK2,Q9UIK4,4,0.00,19.07,22.60,-0.23,0.33,22.00,-0.14,0.59,-0.15,-2.58,3.24,0.00,0.46,TRUE,FALSE,0.38,0.38,0.39,,,seq.4355.13,0.44,
DAPP1_43590,OID43590,DAPP1,Q9UN19,4,0.00,4.87,54.02,1.79,0.62,22.00,2.17,0.83,2.10,-1.08,5.32,0.00,0.94,FALSE,FALSE,0.53,0.53,0.54,prot.6055,0.61,seq.11615.16,0.49,
DAP_44592,OID44592,DAP,P51397,5,0.07,0.00,26.51,2.83,0.35,22.00,3.19,0.94,3.17,-0.54,8.59,0.00,0.99,FALSE,FALSE,0.48,0.48,0.49,prot.2809,0.33,seq.19141.22,-0.04,
DARS1_43591,OID43591,DARS1,P14868,4,0.00,0.90,11.45,1.26,0.17,22.00,1.60,0.52,1.59,-1.24,4.90,0.00,1.00,FALSE,FALSE,0.55,0.54,0.55,prot.2107,0.70,seq.12675.14,0.67,
DAZ1_41078,OID41078,DAZ1,Q9NQZ3,2,0.14,79.72,40.70,0.01,0.58,22.00,-1.14,1.41,-1.25,-8.20,6.48,0.00,1.00,FALSE,FALSE,NA,NA,NA,,,,,
DAZ4_42348,OID42348,DAZ4,Q86SG3,3,0.00,42.66,22.26,-1.22,0.32,22.00,-0.72,0.99,-0.92,-2.60,8.03,0.04,0.99,FALSE,FALSE,NA,NA,NA,,,seq.33153.74,0.05,
DBH_45349,OID45349,DBH,P09172,7,0.07,5.22,13.62,0.33,0.20,22.00,-0.41,1.31,-0.13,-6.29,2.19,0.00,0.97,TRUE,FALSE,0.68,0.68,0.69,prot.1926,0.84,,,
DBI_45103,OID45103,DBI,P07108,6,1.11,7.67,9.02,0.30,0.13,21.00,0.55,0.33,0.54,-0.93,2.98,0.00,0.98,TRUE,FALSE,0.60,0.59,0.60,prot.1847,,seq.16919.1,0.73,
DBN1_43592,OID43592,DBN1,Q16643,4,0.00,7.17,23.01,0.85,0.33,22.00,0.90,0.48,0.90,-1.25,3.23,0.00,0.97,FALSE,FALSE,0.47,0.46,0.47,prot.3698,0.55,,,
DBNL_44593,OID44593,DBNL,Q9UJU6,5,0.07,5.71,13.70,3.20,0.21,22.00,3.24,0.71,3.27,-0.55,7.17,0.00,0.99,FALSE,FALSE,0.68,0.67,0.68,prot.5989,0.74,seq.9755.19,0.54,4
DBP_41079,OID41079,DBP,Q10586,2,0.14,57.14,43.67,-3.70,0.76,22.00,-2.62,1.19,-2.83,-9.35,4.92,0.00,0.97,FALSE,FALSE,0.07,0.07,0.08,,,,,
DBX2_41080,OID41080,DBX2,Q6ZNG2,2,0.14,80.00,58.70,-0.73,1.15,22.00,0.06,1.09,0.01,-7.22,7.39,0.00,0.99,FALSE,FALSE,0.01,0.01,0.01,,,seq.31614.85,0.03,
DCAF12_40149,OID40149,DCAF12,Q5T6F0,1,0.00,80.31,69.03,-0.88,1.35,22.00,-1.94,2.61,-1.19,-7.65,7.45,0.01,0.00,FALSE,FALSE,0.01,0.01,0.02,prot.7272,-0.08,seq.22121.43,0.00,
DCBLD2_44594,OID44594,DCBLD2,Q96PD2,5,0.07,0.00,14.87,0.83,0.23,22.00,0.62,0.45,0.60,-1.34,2.31,0.00,1.00,TRUE,FALSE,0.57,0.57,0.58,prot.6782,0.01,seq.26084.5,0.68,
DCC_42349,OID42349,DCC,P43146,3,0.00,57.55,30.17,-0.16,0.53,22.00,0.06,0.49,0.04,-1.79,4.28,0.01,1.00,TRUE,FALSE,0.26,0.25,0.26,,,seq.21685.29,0.38,
DCDC2B_40150,OID40150,DCDC2B,A2VCK2,1,0.00,78.15,38.22,-0.93,0.51,22.00,-0.30,1.17,-0.50,-5.57,10.15,0.04,1.00,FALSE,FALSE,0.03,0.02,0.03,,,,,
DCDC2C_42350,OID42350,DCDC2C,A8MYV0,3,0.00,73.97,63.26,-2.83,1.42,22.00,-2.83,2.22,-2.58,-10.11,5.06,0.06,0.00,FALSE,FALSE,0.03,0.03,0.03,,,,,
DCLK2_41081,OID41081,DCLK2,Q8N568,2,0.14,80.63,69.75,-3.10,0.93,22.00,-1.88,1.28,-1.93,-10.31,5.00,0.00,0.99,FALSE,FALSE,0.02,0.02,0.02,,,seq.29134.32,0.01,
DCLK3_40151,OID40151,DCLK3,Q9C098,1,0.00,70.63,112.06,-2.28,2.38,22.00,-1.87,3.15,-1.07,-7.91,7.59,0.00,0.00,FALSE,FALSE,0.00,0.00,0.01,,,seq.7826.1,-0.01,
DCLRE1C_42351,OID42351,DCLRE1C,Q96SD1,3,0.00,77.80,76.45,-0.60,1.77,22.00,-0.31,1.85,-0.06,-7.48,9.01,0.05,0.62,FALSE,FALSE,0.03,0.03,0.03,,,,,
DCN_43593,OID43593,DCN,P07585,4,0.00,0.00,8.23,0.33,0.13,22.00,0.33,0.20,0.33,-0.40,1.57,0.00,0.99,FALSE,FALSE,0.44,0.43,0.44,prot.1863,0.40,seq.2666.53,0.43,
DCP1A_41082,OID41082,DCP1A,Q9NPI6,2,0.14,36.31,16.11,1.26,0.23,22.00,0.89,0.72,0.79,-1.24,6.91,0.00,1.00,FALSE,FALSE,0.27,0.26,0.28,prot.5613,0.19,seq.14008.22,-0.10,
DCP1B_42352,OID42352,DCP1B,Q8IZD4,3,0.00,48.09,23.89,0.04,0.38,22.00,0.38,0.63,0.28,-1.26,5.87,0.03,0.84,FALSE,FALSE,0.05,0.05,0.05,,,seq.12715.30,-0.08,
DCP2_41083,OID41083,DCP2,Q8IU60,2,0.14,82.58,31.27,0.17,0.47,22.00,0.31,0.92,0.20,-3.35,7.94,0.00,0.99,FALSE,FALSE,0.07,0.07,0.08,prot.4298,0.09,,,
DCPS_43594,OID43594,DCPS,Q96C86,4,0.00,36.81,12.96,0.64,0.19,22.00,0.53,0.37,0.54,-0.87,2.35,0.00,1.00,FALSE,FALSE,0.42,0.42,0.43,prot.7432,-0.12,seq.20106.80,0.48,
DCTD_44595,OID44595,DCTD,P32321,5,0.07,41.23,33.89,3.21,0.43,22.00,3.47,0.84,3.51,-2.25,7.01,0.00,1.00,FALSE,FALSE,0.54,0.53,0.54,prot.2490,0.51,seq.17756.69,0.56,
DCTN1_43595,OID43595,DCTN1,Q14203,4,0.00,0.07,23.84,1.69,0.33,22.00,2.21,0.66,2.22,-0.27,5.51,0.00,0.98,FALSE,FALSE,0.57,0.56,0.57,prot.433,0.66,,,
DCTN2_43596,OID43596,DCTN2,Q13561,4,0.00,21.92,30.45,0.94,0.42,22.00,1.09,0.66,1.10,-1.05,4.48,0.00,0.96,FALSE,FALSE,0.40,0.39,0.40,prot.3438,0.40,seq.5879.51,-0.08,
DCTN4_42353,OID42353,DCTN4,Q9UJW0,3,0.00,70.84,26.63,-0.56,0.39,22.00,-0.38,0.55,-0.39,-1.98,5.35,0.01,0.99,FALSE,FALSE,0.08,0.08,0.08,prot.5991,0.12,,,
DCTN6_43597,OID43597,DCTN6,O00399,4,0.00,23.73,20.95,0.29,0.29,22.00,0.71,0.73,0.64,-1.14,5.36,0.01,0.79,FALSE,FALSE,0.36,0.36,0.37,prot.1039,0.48,seq.18311.44,0.27,
DCTPP1_44596,OID44596,DCTPP1,Q9H773,5,0.07,4.67,8.15,1.11,0.12,22.00,0.80,0.46,0.82,-5.88,2.44,0.00,0.95,FALSE,FALSE,0.60,0.59,0.61,prot.5503,0.18,seq.4314.12,0.72,
DCUN1D1_42354,OID42354,DCUN1D1,Q96GG9,3,0.00,85.94,40.81,-0.09,0.65,22.00,0.08,0.75,0.08,-2.70,4.55,0.01,0.99,FALSE,FALSE,0.04,0.04,0.05,prot.4933,-0.02,seq.17366.6,-0.01,
DCUN1D2_42355,OID42355,DCUN1D2,Q6PH85,3,0.00,79.61,28.76,-5.03,0.41,22.00,-4.64,1.01,-4.73,-8.28,2.60,0.02,0.75,FALSE,FALSE,0.08,0.08,0.08,,,seq.19511.8,0.05,
DCXR_44597,OID44597,DCXR,Q7Z4W1,5,0.07,5.50,11.52,1.53,0.16,22.00,0.52,0.94,0.51,-2.52,4.38,0.00,0.99,TRUE,TRUE,0.70,0.69,0.70,prot.4188,0.31,seq.17758.79,0.87,
DDA1_42356,OID42356,DDA1,Q9BW61,3,0.00,63.05,32.73,-0.27,0.49,22.00,0.07,0.73,0.07,-2.69,5.25,0.01,1.00,FALSE,FALSE,0.10,0.10,0.10,,,,,
DDAH1_43598,OID43598,DDAH1,O94760,4,0.00,10.44,19.32,-0.43,0.26,22.00,0.18,0.48,0.13,-1.19,2.81,0.01,1.00,FALSE,FALSE,0.29,0.28,0.29,prot.7461,0.02,seq.19392.6,0.22,
DDC_44598,OID44598,DDC,P20711,5,0.07,0.00,11.06,1.27,0.15,22.00,0.60,0.60,0.58,-1.41,3.07,0.00,0.99,TRUE,TRUE,0.50,0.49,0.50,,,seq.3538.26,0.38,
DDHD2_43599,OID43599,DDHD2,O94830,4,0.00,5.71,16.23,1.57,0.22,22.00,1.93,0.52,1.94,-0.23,4.37,0.00,0.99,FALSE,FALSE,0.39,0.39,0.40,prot.6486,0.28,seq.25499.37,0.26,
DDI1_40152,OID40152,DDI1,Q8WTU0,1,0.00,79.47,33.13,-0.78,0.52,22.00,-0.22,0.70,-0.29,-2.20,5.67,0.02,0.99,FALSE,FALSE,0.03,0.03,0.03,prot.4641,-0.03,seq.23648.36,-0.01,
DDI2_44599,OID44599,DDI2,Q5TDH0,5,0.07,1.95,78.87,2.80,0.55,22.00,3.34,0.94,3.27,0.82,7.46,0.00,0.81,FALSE,FALSE,0.71,0.71,0.72,prot.3889,0.44,seq.25446.34,0.90,5
DDIAS_41084,OID41084,DDIAS,Q8IXT1,2,0.14,92.82,86.69,-1.16,2.24,22.00,-1.08,2.42,-0.61,-7.04,9.76,0.00,0.00,FALSE,FALSE,0.00,0.00,0.00,,,,,
DDIT3_40153,OID40153,DDIT3,P35638,1,0.00,92.07,43.44,-0.17,0.72,22.00,0.07,0.82,0.07,-7.00,4.41,0.00,1.00,FALSE,FALSE,0.02,0.02,0.02,,,seq.19119.10,-0.01,
DDR1_44600,OID44600,DDR1,Q08345,5,0.07,5.50,7.08,-0.07,0.10,22.00,0.12,0.29,0.10,-0.86,3.36,0.00,1.00,TRUE,TRUE,0.49,0.48,0.50,,,seq.11836.144,0.53,
DDT_45104,OID45104,DDT,P30046,6,1.11,37.30,17.61,0.18,0.26,21.00,0.31,0.44,0.27,-1.71,2.80,0.00,1.00,FALSE,FALSE,0.32,0.30,0.32,prot.2434,0.00,seq.19237.17,0.23,
DDX10_41085,OID41085,DDX10,Q13206,2,0.14,78.26,56.57,-4.19,0.99,22.00,-3.21,1.58,-3.26,-10.40,2.41,0.00,1.00,FALSE,FALSE,0.06,0.06,0.06,,,,,
DDX19B_42357,OID42357,DDX19B,Q9UMR2,3,0.00,65.27,40.41,1.57,0.55,22.00,2.11,0.85,2.11,-1.61,6.71,0.01,1.00,FALSE,FALSE,0.45,0.44,0.45,,,seq.5460.60,0.51,
DDX1_43600,OID43600,DDX1,Q92499,4,0.00,82.25,79.49,-0.85,2.08,22.00,-0.83,1.93,-0.58,-7.13,6.71,0.03,0.61,FALSE,FALSE,0.06,0.05,0.06,prot.363,0.02,seq.25092.32,0.02,
DDX20_41086,OID41086,DDX20,Q9UHI6,2,0.14,78.33,112.49,-0.47,1.58,22.00,0.06,1.78,0.16,-6.92,8.25,0.00,1.00,FALSE,FALSE,0.06,0.06,0.06,prot.5954,0.10,,,
DDX21_41087,OID41087,DDX21,Q9NR30,2,0.14,69.97,119.58,-2.55,2.01,22.00,-0.88,2.04,-0.74,-8.16,7.24,0.00,0.37,FALSE,FALSE,0.02,0.02,0.03,,,seq.29127.28,0.01,
DDX23_42358,OID42358,DDX23,Q9BUQ8,3,0.00,28.60,24.56,0.08,0.38,22.00,0.59,0.69,0.56,-1.37,4.89,0.01,0.99,FALSE,FALSE,0.21,0.21,0.22,prot.7995,0.15,seq.13946.8,0.03,
DDX25_42359,OID42359,DDX25,Q9UHL0,3,0.00,75.23,312.17,0.07,1.64,22.00,-0.15,3.13,0.03,-6.70,9.27,0.00,0.00,FALSE,FALSE,0.00,0.00,0.01,,,seq.13984.23,-0.04,
DDX39A_42360,OID42360,DDX39A,O00148,3,0.00,90.74,25.31,-0.19,0.36,22.00,-0.24,0.41,-0.22,-2.09,2.85,0.01,1.00,FALSE,FALSE,0.06,0.05,0.06,prot.7797,-0.02,seq.28685.86,0.02,
DDX43_41088,OID41088,DDX43,Q9NXZ2,2,0.14,81.95,52.96,-0.53,1.09,22.00,0.12,1.16,0.12,-6.92,7.42,0.00,1.00,FALSE,FALSE,0.02,0.02,0.02,,,,,
DDX49_42362,OID42362,DDX49,Q9Y6V7,3,0.00,65.21,29.19,-1.21,0.53,22.00,-0.42,1.11,-0.62,-4.30,6.11,0.03,0.99,FALSE,FALSE,0.04,0.04,0.04,,,,,
DDX4_42361,OID42361,DDX4,Q9NQI0,3,0.00,83.30,357.08,0.55,2.16,22.00,-0.17,2.74,0.22,-6.56,10.65,0.03,0.00,FALSE,FALSE,0.03,0.03,0.03,prot.7781,0.03,seq.31030.3,0.00,
DDX53_42363,OID42363,DDX53,Q86TM3,3,0.00,88.45,79.85,-0.41,2.04,22.00,-0.50,2.06,-0.04,-6.97,4.01,0.08,0.00,FALSE,FALSE,0.01,0.01,0.02,,,seq.33063.30,-0.02,
DDX55_41089,OID41089,DDX55,Q8NHQ9,2,0.14,48.57,43.43,-0.70,0.63,22.00,-0.26,0.81,-0.31,-3.76,4.30,0.00,1.00,FALSE,FALSE,0.12,0.12,0.12,prot.4548,-0.07,seq.32648.65,0.17,
DDX59_41090,OID41090,DDX59,Q5T1V6,2,0.14,69.20,64.99,-1.06,0.89,22.00,-0.91,1.53,-0.89,-8.06,6.91,0.00,0.99,FALSE,FALSE,0.04,0.04,0.05,prot.3863,0.07,,,
DDX60L_41092,OID41092,DDX60L,Q5H9U9,2,0.14,52.33,33.87,-0.90,0.58,22.00,-0.30,1.12,-0.52,-2.90,7.52,0.00,0.99,FALSE,FALSE,0.05,0.05,0.05,,,,,
DDX60_41091,OID41091,DDX60,Q8IY21,2,0.14,42.58,26.10,1.34,0.40,22.00,2.08,0.83,2.02,-0.30,6.24,0.00,0.99,FALSE,FALSE,0.35,0.34,0.35,prot.401,0.35,,,
DECR1_43601,OID43601,DECR1,Q16698,4,0.00,0.14,20.89,3.34,0.31,22.00,3.70,0.74,3.73,-1.48,7.33,0.01,0.80,FALSE,FALSE,0.56,0.55,0.56,prot.3705,0.56,seq.12687.2,0.44,
DEF8_40154,OID40154,DEF8,Q6ZN54,1,0.00,57.41,40.61,-0.01,0.61,22.00,0.40,1.01,0.33,-2.88,8.87,0.02,0.95,FALSE,FALSE,0.04,0.04,0.05,,,seq.29344.5,-0.03,
DEFA1_45350,OID45350,DEFA1,P59665,7,0.07,9.54,13.61,-0.69,0.20,22.00,0.06,0.60,0.03,-1.64,3.18,0.00,0.90,TRUE,FALSE,0.63,0.63,0.64,prot.2972,0.35,seq.29460.14,0.77,
DEFB103A_DEFB103B_43602,OID43602,DEFB103A_DEFB103B,P81534,4,0.00,31.59,370.55,-0.68,1.41,22.00,-0.08,1.06,-0.30,-1.90,7.79,0.03,0.99,FALSE,FALSE,0.13,0.13,0.14,,,seq.5679.16,0.00,
DEFB104A_DEFB104B_42365,OID42365,DEFB104A_DEFB104B,Q8WTQ1,3,0.00,80.24,23.57,-0.82,0.38,22.00,-1.50,0.82,-1.54,-4.80,2.88,0.01,0.99,FALSE,FALSE,0.25,0.25,0.25,,,seq.5763.67,0.33,
DEFB112_42366,OID42366,DEFB112,Q30KQ8,3,0.00,88.87,34.33,-1.70,0.57,22.00,-2.18,0.93,-2.13,-9.68,3.12,0.02,0.99,FALSE,FALSE,0.04,0.04,0.04,,,seq.5689.1,0.02,
DEFB116_42367,OID42367,DEFB116,Q30KQ4,3,0.00,59.36,24.05,-0.42,0.31,22.00,-0.30,0.62,-0.38,-2.18,3.72,0.02,0.99,FALSE,FALSE,0.06,0.05,0.06,,,seq.11144.10,0.00,
DEFB118_42368,OID42368,DEFB118,Q96PH6,3,0.00,64.09,53.99,0.61,0.74,22.00,0.50,1.33,0.34,-6.28,7.39,0.02,0.98,FALSE,FALSE,0.09,0.09,0.10,,,seq.9306.7,0.03,
